#Model Name: Siggraph_LargerFieldOfView_May28_AddedAbsorberTube_UpdatedPivotForEyeRollToCoR_10p5FromPupil.3
#Runtime [min]: 2651.25
#Number of rays/source: 500000.0
#xsampling: 21 ysampling: 21 zsampling: 11
#xmin: -12.0#xmax: 12.0#ymin: -12.0#ymax: 12.0#zmin: 33.19#zmax: 57.19
x,y,z,nonuniformity,source_center,source_left,source_right,source_bottom,source_top
-1.200000000000000000e+01,-7.200000000000000178e+00,4.039000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.276916898090970847e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,4.278999999999999915e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.374276795977769439e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.017971638110414574e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.267952612435872197e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.814741269953791516e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.024045884490836215e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.569763386749168603e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-7.200000000000000178e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.225476541884057951e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,3.318999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.596231797950493281e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.996170366209509339e+01
-1.200000000000000000e+01,-6.000000000000000000e+00,3.558999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.483914965804284236e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.981182441018807694e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,3.798999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.506249933272794408e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,4.039000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.274266913317360661e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,4.278999999999999915e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.907625448461257065e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.003475645201095404e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.061872382933199333e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.689946709682235905e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.244984306480925625e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.930739852108850755e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-6.000000000000000000e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.392241807095622244e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,3.318999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.695955338004905499e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.495261725612502346e+01
-1.200000000000000000e+01,-4.800000000000000711e+00,3.558999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.276305926931944157e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.996273408615585776e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,3.798999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.795336082355180167e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,4.039000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.919777451344396013e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,4.278999999999999915e+01,1.000000000000000000e+00,0.000000000000000000e+00,8.338213050696022037e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.864158961486685712e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.654599868343750586e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.740918806735701764e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.148545874910798557e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.760930387736913326e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-4.800000000000000711e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.464302591808036959e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,3.318999999999999773e+01,1.000000000000000000e+00,5.090353880919249008e+01,1.496400739147082426e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.896449504988757440e+01
-1.200000000000000000e+01,-3.599999999999999645e+00,3.558999999999999631e+01,1.000000000000000000e+00,2.395499086272292288e+01,1.087145160321436919e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,3.798999999999999488e+01,1.000000000000000000e+00,4.990682754187867332e+00,2.752678045145179908e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,4.039000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.233327893185154380e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,4.278999999999999915e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.363356428262612781e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.817508435559971531e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.566342739701965911e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.045884560415758642e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.730588716191695494e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.632047206854530305e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-3.599999999999999645e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.566371955069406977e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,3.318999999999999773e+01,1.000000000000000000e+00,1.237630475376366803e+02,7.480201873711689586e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,3.558999999999999631e+01,1.000000000000000000e+00,9.082699248184569285e+01,1.356355213931207118e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,3.798999999999999488e+01,1.000000000000000000e+00,6.088465775842991690e+01,3.729912389152360674e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,4.039000000000000057e+01,1.000000000000000000e+00,1.796620080344411363e+01,8.586673789365141829e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,4.278999999999999915e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.768194841094845970e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.804711975278429236e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.547783265709163061e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.396210593014741971e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.307711071243508195e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.428108436786731909e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-2.400000000000000355e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.567743468162370846e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,3.318999999999999773e+01,1.000000000000000000e+00,1.906309545641180989e+02,7.380323989758065295e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,3.558999999999999631e+01,1.000000000000000000e+00,1.337431081894803810e+02,1.775189175257543184e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,3.798999999999999488e+01,1.000000000000000000e+00,8.683426927231580805e+01,4.427917370524830289e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,4.039000000000000057e+01,1.000000000000000000e+00,5.389775055822513394e+01,9.773176610517288054e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,4.278999999999999915e+01,1.000000000000000000e+00,2.195866301087787775e+01,2.085279097492120854e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,4.518999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.597448695431459782e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.203107897665418932e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.646705090308896979e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.719770341490276405e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.973719952180328255e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,-1.200000000000001066e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.308680400073037163e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,3.318999999999999773e+01,1.000000000000000000e+00,2.215702210591736048e+02,7.978548819930577451e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,3.558999999999999631e+01,1.000000000000000000e+00,1.686745508317148676e+02,1.994570909985163780e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,3.798999999999999488e+01,1.000000000000000000e+00,1.077933031863351516e+02,4.587429777977885692e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,4.039000000000000057e+01,1.000000000000000000e+00,6.587447907341770303e+01,1.080027467996409541e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,4.278999999999999915e+01,1.000000000000000000e+00,2.994346988836237955e+01,2.299670445694825503e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,4.518999999999999773e+01,1.000000000000000000e+00,8.983148693587351019e+00,4.876642952347107894e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,4.758999999999999631e+01,1.000000000000000000e+00,0.000000000000000000e+00,9.596961604093978167e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,4.998999999999999488e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.750811388252826873e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,5.239000000000000057e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.872444288192204112e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,5.478999999999999204e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.170379612108985020e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000000e+01,0.000000000000000000e+00,5.718999999999999773e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.568485630783104716e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
